fecha,empresa,close_last,close_vwap,volume_shares_day,turnover_value_day,n_trades_day,ret_lag_1,ret_lag_2,ret_lag_3,mom_3,mom_5,mom_10,vol_5,vol_10,regime_vol_ratio,ma_5,ma_10,ma_gap,price_vs_ma10,rsi_14,turnover_log1p,volume_log1p,avg_trade_size_log1p,amihud_5,days_since_trade,ret_fwd_h1,ret_fwd_h5,ret_fwd_h20,target_up_h1,target_up_h5,target_up_h20,target_up_h20_thr003
2024-01-18,CORPORACION FAVORITA C.A.,1.67,1.6705104318882935,49272.0,82309.39,12.0,0.0,0.005970166986503754,-0.011904902506318427,-0.005934735519814696,-0.011834457647002921,-0.01183445764700296,0.006785378418886828,0.007289868582318406,0.9307957120672907,1.682,1.689,-0.007000000000000117,-0.005328596803431007,36.87480915538469,11.318252624140376,10.805131542663444,8.320448113956475,2.91339540756509e-07,1.0,0.017804624633506686,0.005970166986503754,0.005970166986503754,1.0,1.0,1.0,1.0
2024-01-19,CORPORACION FAVORITA C.A.,1.7,1.6752366978572617,18061.0,30256.450000000004,12.0,-0.005970166986503796,0.0,0.005970166986503754,-6.505213034913027e-17,-0.011904902506318447,-0.017804624633506756,0.006794614607198798,0.007425388297515042,0.9150517567623516,1.6779999999999997,1.686,-0.00800000000000023,-0.009489916963814071,43.68774455773117,10.317497714128539,9.801565562810744,7.317267741047555,2.0248174857370427e-07,1.0,-0.005899722127188271,-0.011834457647002796,-0.011834457647002796,0.0,0.0,0.0,0.0
2024-01-22,CORPORACION FAVORITA C.A.,1.69,1.689918663213649,76841.0,129855.04,18.0,0.017804624633506686,-0.005970166986503796,0.0,0.011834457647002868,0.005899722127188239,0.011834457647002727,0.011435206660604056,0.008761486555217832,1.3051674036398244,1.6800000000000002,1.688,-0.007999999999999785,0.007109004738739877,40.14044024699752,11.774181731218953,11.249506644654128,8.359356095469227,3.2016929087159574e-07,3.0,-0.005934735519814578,0.0,-0.01791092656653022,0.0,0.0,0.0,0.0
2024-01-23,CORPORACION FAVORITA C.A.,1.68,1.68,250.0,420.0,1.0,-0.005899722127188271,0.017804624633506686,-0.005970166986503796,0.005934735519814597,0.011904902506318395,-0.005899722127188342,0.009934181225377856,0.008138727172918142,1.2206062462953093,1.684,1.687,-0.0030000000000001137,0.0017783046822750226,46.17488442450251,6.042632833682381,5.5254529391317835,5.525452939130788,1.5276246222530066e-07,1.0,0.09097177820572679,0.0,-0.02409755157906053,1.0,0.0,0.0,0.0
2024-01-24,CORPORACION FAVORITA C.A.,1.84,1.686342951134261,14591.0,24605.43,10.0,-0.005934735519814578,-0.005899722127188271,0.017804624633506686,0.005970166986503814,6.245004513516506e-17,-0.01183445764700292,0.010279534997447569,0.008305595429754618,1.237663823521152,1.684,1.6849999999999998,-0.0009999999999998899,-0.002967359051036844,42.87535435029392,10.110763069879923,9.588228712314113,7.286260205507419,2.960632363436259e-06,1.0,-0.09097177820572676,-0.09097177820572676,-0.10899028370840515,0.0,0.0,0.0,0.0
2024-01-25,CORPORACION FAVORITA C.A.,1.68,1.687774533696885,41443.0,69946.44,8.0,0.09097177820572679,-0.005934735519814578,-0.005899722127188271,0.07913732055872391,0.09097177820572686,0.07913732055872387,0.04196238465275942,0.03033964139016668,1.383087694140534,1.716,1.6989999999999998,0.017000000000000126,0.08298999411354746,72.73737719446277,11.155499381854227,10.632098397371642,8.552825744044819,3.7000470465554824e-06,1.0,0.0,0.0,-0.018018505502678365,0.0,0.0,0.0,0.0
2024-01-26,CORPORACION FAVORITA C.A.,1.68,1.68,11336.0,19044.48,5.0,-0.09097177820572676,0.09097177820572679,-0.005934735519814578,-0.005934735519814577,0.0059701669865038776,-0.0059347355198146184,0.06506080376513726,0.04365044445216204,1.4904957917427173,1.718,1.698,0.020000000000000018,-0.010600706714363639,49.99999999723496,9.854585082060579,9.335826992017598,7.7267418443810305,3.94565524946157e-06,1.0,0.0059347355198145265,0.0,-0.018018505502678365,1.0,0.0,0.0,0.0
2024-01-29,CORPORACION FAVORITA C.A.,1.69,1.6878888779041028,50575.0,85364.98,9.0,0.0,-0.09097177820572676,0.09097177820572679,1.734723475976807e-18,-0.011834457647002805,-0.005934735519814618,0.06440835696773427,0.04365044445216204,1.4755487091739916,1.714,1.6969999999999998,0.017000000000000126,-0.010017678256328821,47.54805132260126,11.354702939754238,10.8312324344554,8.634166022402118,3.827967707163678e-06,3.0,-0.005934735519814578,0.0,-0.023953241022492872,0.0,0.0,0.0,0.0
2024-01-30,CORPORACION FAVORITA C.A.,1.68,1.6866406833457803,21424.0,36134.59,10.0,0.0059347355198145265,0.0,-0.09097177820572676,-0.08503704268591226,-7.806255641895632e-18,0.011904902506318336,0.06446349942254956,0.04350107984361777,1.4818827406769626,1.714,1.6989999999999998,0.015000000000000124,-0.005297233667448276,48.806991329085704,10.49503353124395,9.97231374346598,7.670148632278797,3.832785366194294e-06,1.0,0.0,0.0,-0.02409755157906053,0.0,0.0,0.0,0.0
2024-01-31,CORPORACION FAVORITA C.A.,1.68,1.6803643621013962,113239.0,190282.78,5.0,-0.005934735519814578,0.0059347355198145265,0.0,-7.892991815694472e-17,-7.806255641895632e-18,3.469446951953614e-18,0.06446349942254956,0.04351863762963989,1.4812848685585498,1.714,1.6989999999999998,0.015000000000000124,-0.011183048852848043,47.66299473014721,12.156271815810328,11.637264739225836,10.027862149375032,1.0462806134767772e-06,1.0,0.0,0.011834457647002798,-0.018018505502678365,0.0,1.0,0.0,0.0
