empresa,horizonte,window_id,fecha,model,y_true,y_pred
BANCO GUAYAQUIL S.A.,h1,0,2020-01-03,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-08,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-10,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-13,svc_linear,1,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-14,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-15,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-16,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-21,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-22,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-24,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-28,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-05,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-06,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-10,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-11,svc_linear,1,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-14,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-18,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-20,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-21,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-26,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-27,svc_linear,1,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-28,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-03-02,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-03-03,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-03-04,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-03-10,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,0,2020-03-11,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-03-26,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-04-03,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-04-08,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-01-03,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-01-08,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-01-10,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-01-13,svc_rbf,1,1
BANCO GUAYAQUIL S.A.,h1,0,2020-01-14,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-15,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-01-16,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-21,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-22,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-24,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-28,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-05,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-06,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-10,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-02-11,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-14,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-18,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-02-20,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-02-21,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-02-26,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-02-27,svc_rbf,1,1
BANCO GUAYAQUIL S.A.,h1,0,2020-02-28,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-03-02,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-03-03,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-03-04,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-03-10,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,0,2020-03-11,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-03-26,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-04-03,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-04-08,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-03,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-08,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-01-10,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-01-13,svc_poly,1,1
BANCO GUAYAQUIL S.A.,h1,0,2020-01-14,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-01-15,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-16,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-21,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-22,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-24,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-01-28,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-05,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-06,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-10,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-02-11,svc_poly,1,1
BANCO GUAYAQUIL S.A.,h1,0,2020-02-14,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-18,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-02-20,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-21,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-02-26,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-02-27,svc_poly,1,1
BANCO GUAYAQUIL S.A.,h1,0,2020-02-28,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-03-02,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-03-03,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-03-04,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-03-10,svc_poly,1,1
BANCO GUAYAQUIL S.A.,h1,0,2020-03-11,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,0,2020-03-26,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-04-03,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,0,2020-04-08,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-04-24,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-04-27,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-04-28,svc_linear,1,0
BANCO GUAYAQUIL S.A.,h1,1,2020-05-22,svc_linear,1,0
BANCO GUAYAQUIL S.A.,h1,1,2020-05-26,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-05-27,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-06-02,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-06-05,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-06-17,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-06-23,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-06-25,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,1,2020-07-01,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,1,2020-07-03,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,1,2020-07-08,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-10,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-13,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-14,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-15,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-07-17,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-07-21,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-07-22,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-27,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,1,2020-07-28,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-07-30,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-08-05,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,1,2020-08-11,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-08-14,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-08-18,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,1,2020-08-21,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-08-25,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-04-24,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-04-27,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-04-28,svc_rbf,1,1
BANCO GUAYAQUIL S.A.,h1,1,2020-05-22,svc_rbf,1,1
BANCO GUAYAQUIL S.A.,h1,1,2020-05-26,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-05-27,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-06-02,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-06-05,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-06-17,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-06-23,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-06-25,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-01,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-03,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-08,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-10,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-13,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-14,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-15,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-17,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-21,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-22,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-27,svc_rbf,1,1
BANCO GUAYAQUIL S.A.,h1,1,2020-07-28,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-30,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-08-05,svc_rbf,1,1
BANCO GUAYAQUIL S.A.,h1,1,2020-08-11,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-08-14,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-08-18,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,1,2020-08-21,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-08-25,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-04-24,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-04-27,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-04-28,svc_poly,1,1
BANCO GUAYAQUIL S.A.,h1,1,2020-05-22,svc_poly,1,0
BANCO GUAYAQUIL S.A.,h1,1,2020-05-26,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-05-27,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-06-02,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-06-05,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-06-17,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-06-23,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-06-25,svc_poly,1,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-01,svc_poly,1,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-03,svc_poly,1,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-08,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-07-10,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-13,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-14,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-15,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-17,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-21,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-22,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-27,svc_poly,1,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-28,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-07-30,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-08-05,svc_poly,1,1
BANCO GUAYAQUIL S.A.,h1,1,2020-08-11,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-08-14,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,1,2020-08-18,svc_poly,1,1
BANCO GUAYAQUIL S.A.,h1,1,2020-08-21,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,1,2020-08-25,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-08-27,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,2,2020-09-08,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-09-10,svc_linear,1,0
BANCO GUAYAQUIL S.A.,h1,2,2020-09-16,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-09-23,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-09-25,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-10-02,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-08,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,2,2020-10-12,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-14,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-15,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-16,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-19,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-10-21,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-26,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-04,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-11-06,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-11-09,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-11-10,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-11-11,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-12,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-11-13,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-11-16,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-11-17,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,2,2020-11-25,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-12-04,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-12-08,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-12-09,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-12-10,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-12-11,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-08-27,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,2,2020-09-08,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-09-10,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,2,2020-09-16,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-09-23,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-09-25,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-10-02,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-08,svc_rbf,1,1
BANCO GUAYAQUIL S.A.,h1,2,2020-10-12,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-14,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-15,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-16,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-19,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-10-21,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-26,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-04,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-11-06,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-09,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-10,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-11,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-12,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-13,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-16,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-17,svc_rbf,1,1
BANCO GUAYAQUIL S.A.,h1,2,2020-11-25,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-12-04,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-12-08,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-12-09,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-12-10,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-12-11,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-08-27,svc_poly,1,0
BANCO GUAYAQUIL S.A.,h1,2,2020-09-08,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-09-10,svc_poly,1,0
BANCO GUAYAQUIL S.A.,h1,2,2020-09-16,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-09-23,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-09-25,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-10-02,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-08,svc_poly,1,1
BANCO GUAYAQUIL S.A.,h1,2,2020-10-12,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-14,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-15,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-16,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-19,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-10-21,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-10-26,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-11-04,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-11-06,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-09,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-10,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-11,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-12,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-13,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-16,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-11-17,svc_poly,1,1
BANCO GUAYAQUIL S.A.,h1,2,2020-11-25,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,2,2020-12-04,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-12-08,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-12-09,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-12-10,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,2,2020-12-11,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-14,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-15,svc_linear,1,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-23,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-28,svc_linear,1,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-29,svc_linear,1,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-30,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-05,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-06,svc_linear,1,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-07,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-11,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,3,2021-01-14,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,3,2021-01-15,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,3,2021-01-20,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,3,2021-01-22,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-25,svc_linear,1,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-27,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-28,svc_linear,1,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-29,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,3,2021-02-02,svc_linear,1,0
BANCO GUAYAQUIL S.A.,h1,3,2021-02-03,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,3,2021-02-04,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,3,2021-02-05,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,3,2021-02-12,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,3,2021-02-23,svc_linear,1,0
BANCO GUAYAQUIL S.A.,h1,3,2021-02-24,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,3,2021-03-01,svc_linear,1,1
BANCO GUAYAQUIL S.A.,h1,3,2021-03-03,svc_linear,0,1
BANCO GUAYAQUIL S.A.,h1,3,2021-03-10,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-03-11,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-03-12,svc_linear,0,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-14,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-15,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-23,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,3,2020-12-28,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-29,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-30,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-05,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-06,svc_rbf,1,1
BANCO GUAYAQUIL S.A.,h1,3,2021-01-07,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-11,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-14,svc_rbf,0,1
BANCO GUAYAQUIL S.A.,h1,3,2021-01-15,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-20,svc_rbf,1,1
BANCO GUAYAQUIL S.A.,h1,3,2021-01-22,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-25,svc_rbf,1,1
BANCO GUAYAQUIL S.A.,h1,3,2021-01-27,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-28,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-29,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-02-02,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,3,2021-02-03,svc_rbf,1,1
BANCO GUAYAQUIL S.A.,h1,3,2021-02-04,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-02-05,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-02-12,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-02-23,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,3,2021-02-24,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-03-01,svc_rbf,1,0
BANCO GUAYAQUIL S.A.,h1,3,2021-03-03,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-03-10,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-03-11,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-03-12,svc_rbf,0,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-14,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-15,svc_poly,1,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-23,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-28,svc_poly,1,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-29,svc_poly,1,0
BANCO GUAYAQUIL S.A.,h1,3,2020-12-30,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-05,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-06,svc_poly,1,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-07,svc_poly,0,1
BANCO GUAYAQUIL S.A.,h1,3,2021-01-11,svc_poly,1,1
BANCO GUAYAQUIL S.A.,h1,3,2021-01-14,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-15,svc_poly,1,1
BANCO GUAYAQUIL S.A.,h1,3,2021-01-20,svc_poly,1,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-22,svc_poly,0,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-25,svc_poly,1,0
BANCO GUAYAQUIL S.A.,h1,3,2021-01-27,svc_poly,0,0
