FECHA NEGOCIACIÓN;TÍTULO;EMISOR;NÚMERO DE ACCIONES;V. NOM. UNITARIO;PRECIO;VALOR NOMINAL;VALOR EFECTO;CASA COMPRADORA;CASA VENDEDORA;BOLSA
05/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;7.301.00;1.00;2.1400;7.301.00;15.624.14;MERCHANT VALORES;PORTAFOLIO;BVQ
05/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;8.660.00;1.00;2.1400;8.660.00;18.532.40;MERCHANT VALORES;PORTAFOLIO;BVQ
05/10/2020;ACCIONES;BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA;2.700.00;1.00;1.0500;2.700.00;2.835.00;PORTAFOLIO;SANTA FE;BVQ
05/10/2020;ACCIONES;BANCO BOLIVARIANO C.A.;27.735.00;1.00;0.9000;27.735.00;24.961.50;MASVALORES;MASVALORES;BVG
05/10/2020;ACCIONES;BANCO BOLIVARIANO C.A.;27.735.00;1.00;0.9000;27.735.00;24.961.50;MASVALORES;MASVALORES;BVG
05/10/2020;ACCIONES;BANCO BOLIVARIANO C.A.;27.735.00;1.00;0.9000;27.735.00;24.961.50;MASVALORES;MASVALORES;BVG
05/10/2020;ACCIONES;BANCO BOLIVARIANO C.A.;27.735.00;1.00;0.9000;27.735.00;24.961.50;MASVALORES;MASVALORES;BVG
05/10/2020;ACCIONES;BANCO BOLIVARIANO C.A.;27.735.00;1.00;0.9000;27.735.00;24.961.50;MASVALORES;MASVALORES;BVG
05/10/2020;ACCIONES;BANCO BOLIVARIANO C.A.;27.735.00;1.00;0.9000;27.735.00;24.961.50;MASVALORES;MASVALORES;BVG
05/10/2020;ACCIONES;BANCO BOLIVARIANO C.A.;27.735.00;1.00;0.9000;27.735.00;24.961.50;MASVALORES;MASVALORES;BVG
05/10/2020;ACCIONES;BANCO BOLIVARIANO C.A.;27.735.00;1.00;0.9000;27.735.00;24.961.50;MASVALORES;MASVALORES;BVG
05/10/2020;ACCIONES;BANCO BOLIVARIANO C.A.;27.735.00;1.00;0.9000;27.735.00;24.961.50;MASVALORES;MASVALORES;BVG
05/10/2020;ACCIONES;BANCO BOLIVARIANO C.A.;27.735.00;1.00;0.9000;27.735.00;24.961.50;MASVALORES;MASVALORES;BVG
05/10/2020;ACCIONES;BANCO BOLIVARIANO C.A.;27.735.00;1.00;0.9000;27.735.00;24.961.50;MASVALORES;MASVALORES;BVG
05/10/2020;ACCIONES;BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA;1.000.00;1.00;1.0500;1.000.00;1.050.00;PORTAFOLIO;SANTA FE;BVQ
05/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;500.00;1.00;2.1300;500.00;1.065.00;METROVALORES;ECUABURSÁTIL;BVG
05/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;421.00;1.00;2.1400;421.00;900.94;METROVALORES;METROVALORES;BVG
06/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;800.00;1.00;2.1500;800.00;1.720.00;MERCHANT VALORES;METROVALORES;BVG
06/10/2020;ACCIONES;BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.;1.00;1.000.00;954.0000;1.000.00;954.00;ACCITLAN;ACCITLAN;BVG
06/10/2020;ACCIONES;SUPERDEPORTE S.A.;343.00;1.00;6.0500;343.00;2.075.15;ACCITLAN;ACCITLAN;BVG
06/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.311.00;1.00;2.1600;1.311.00;2.831.76;MERCHANT VALORES;PLUSVALORES;BVQ
06/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.855.00;1.00;2.1600;1.855.00;4.006.80;MERCHANT VALORES;PLUSVALORES;BVQ
06/10/2020;ACCIONES;BANCO DE LA PRODUCCION S.A PRODUBANCO;3.500.00;1.00;0.7000;3.500.00;2.450.00;VALUE;VECTORGLOBAL WMG;BVQ
06/10/2020;ACCIONES;BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA;6.176.00;1.00;1.0600;6.176.00;6.546.56;PLUSVALORES;PORTAFOLIO;BVQ
07/10/2020;ACCIONES;BANCO DE LA PRODUCCION S.A PRODUBANCO;4.415.00;1.00;0.6800;4.415.00;3.002.20;PLUSVALORES;SANTA FE;BVQ
07/10/2020;ACCIONES;BANCO DE LA PRODUCCION S.A PRODUBANCO;4.000.00;1.00;0.7000;4.000.00;2.800.00;VECTORGLOBAL WMG;VECTORGLOBAL WMG;BVQ
07/10/2020;ACCIONES;NATLUK S.A.;12.00;1.00;7.0000;12.00;84.00;CASAREAL;CASAREAL;BVG
07/10/2020;ACCIONES;BANCO DE LA PRODUCCION S.A PRODUBANCO;5.000.00;1.00;0.6900;5.000.00;3.450.00;PLUSVALORES;METROVALORES;BVQ
07/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;18.847.00;1.00;2.1900;18.847.00;41.274.93;ECUABURSÁTIL;ECUABURSÁTIL;BVQ
07/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.076.00;1.00;2.1800;1.076.00;2.345.68;ECUABURSÁTIL;VECTORGLOBAL WMG;BVQ
07/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.600.00;1.00;2.1900;1.600.00;3.504.00;MERCHANT VALORES;VECTORGLOBAL WMG;BVQ
07/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;835.00;1.00;2.1900;835.00;1.828.65;ECUABURSÁTIL;ECUABURSÁTIL;BVQ
07/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;765.00;1.00;2.1800;765.00;1.667.70;ECUABURSÁTIL;ORION;BVQ
07/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;765.00;1.00;2.1900;765.00;1.675.35;ECUABURSÁTIL;ECUABURSÁTIL;BVQ
07/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;10.427.00;1.00;2.1900;10.427.00;22.835.13;MERCHANT VALORES;ECUABURSÁTIL;BVQ
07/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.841.00;1.00;2.1900;1.841.00;4.031.79;MERCHANT VALORES;ECUABURSÁTIL;BVQ
07/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;640.00;1.00;2.1600;640.00;1.382.40;METROVALORES;VALUE;BVQ
07/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;360.00;1.00;2.1500;360.00;774.00;MERCAPITAL;VALUE;BVG
07/10/2020;ACCIONES;SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.;84.471.00;1.00;0.5700;84.471.00;48.148.47;RyH ASOCIADOS;RyH ASOCIADOS;BVG
08/10/2020;ACCIONES;SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.;22.000.00;1.00;0.6000;22.000.00;13.200.00;CITADEL;CITADEL;BVG
08/10/2020;ACCIONES;LA RESERVA FORESTAL (REFOREST) S.A.;16.00;1.00;34.0000;16.00;544.00;ALBION;ALBION;BVG
08/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;2.000.00;1.00;2.1600;2.000.00;4.320.00;MERCHANT VALORES;MERCAPITAL;BVQ
08/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;4.284.00;1.00;2.1900;4.284.00;9.381.96;MERCHANT VALORES;MERCAPITAL;BVQ
08/10/2020;ACCIONES;INVERSANCARLOS S.A.;15.854.00;1.00;1.2500;15.854.00;19.817.50;RyH ASOCIADOS;MASVALORES;BVG
08/10/2020;ACCIONES;BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA;300.00;1.00;1.0700;300.00;321.00;PORTAFOLIO;PORTAFOLIO;BVQ
08/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;909.00;1.00;2.1700;909.00;1.972.53;MERCAPITAL;PICAVAL;BVG
08/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;486.00;1.00;2.1600;486.00;1.049.76;VALUE;PICAVAL;BVQ
08/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;3.032.00;1.00;2.1500;3.032.00;6.518.80;MERCAPITAL;PICAVAL;BVQ
08/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;13.676.00;1.00;2.1800;13.676.00;29.813.68;MERCHANT VALORES;ECUABURSÁTIL;BVQ
08/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;28.737.00;1.00;0.8400;28.737.00;24.139.08;SILVERCROSS;SILVERCROSS;BVQ
12/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;520.00;1.00;2.1900;520.00;1.138.80;ORION;ECUABURSÁTIL;BVG
12/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;520.00;1.00;2.1900;520.00;1.138.80;ORION;ECUABURSÁTIL;BVG
12/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;520.00;1.00;2.1900;520.00;1.138.80;ORION;ECUABURSÁTIL;BVG
12/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;543.00;1.00;0.8500;543.00;461.55;PORTAFOLIO;SILVERCROSS;BVQ
12/10/2020;ACCIONES;NATLUK S.A.;9.00;1.00;7.0000;9.00;63.00;CASAREAL;CASAREAL;BVG
12/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;999.00;1.00;2.1700;999.00;2.167.83;VECTORGLOBAL WMG;VECTORGLOBAL WMG;BVQ
12/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;172.00;1.00;0.8900;172.00;153.08;MERCAPITAL;RyH ASOCIADOS;BVG
12/10/2020;ACCIONES;BANCO PICHINCHA C.A.;10.00;100.00;89.0000;1.000.00;890.00;RyH ASOCIADOS;RyH ASOCIADOS;BVG
12/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.851.00;1.00;2.1600;1.851.00;3.998.16;PLUSVALORES;METROVALORES;BVQ
12/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;649.00;1.00;2.1600;649.00;1.401.84;ORION;METROVALORES;BVG
13/10/2020;ACCIONES;CONJUNTO CLINICO NACIONAL CONCLINA S.A.;5.000.00;1.00;1.0000;5.000.00;5.000.00;VECTORGLOBAL WMG;VECTORGLOBAL WMG;BVQ
13/10/2020;ACCIONES;BANCO DE LA PRODUCCION S.A PRODUBANCO;1.050.00;1.00;0.6800;1.050.00;714.00;VECTORGLOBAL WMG;METROVALORES;BVG
13/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;2.340.00;1.00;2.1800;2.340.00;5.101.20;SANTA FE;ECUABURSÁTIL;BVQ
13/10/2020;ACCIONES;BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA;9.420.00;1.00;1.0600;9.420.00;9.985.20;MERCAPITAL;FIDUVALOR;BVQ
13/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;3.665.00;1.00;2.1800;3.665.00;7.989.70;ECUABURSÁTIL;ECUABURSÁTIL;BVQ
13/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;600.00;1.00;2.1800;600.00;1.308.00;MERCHANT VALORES;PICAVAL;BVQ
13/10/2020;ACCIONES;BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA;1.412.00;1.00;1.0700;1.412.00;1.510.84;MERCAPITAL;RyH ASOCIADOS;BVQ
13/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;6.000.00;1.00;2.1800;6.000.00;13.080.00;SILVERCROSS;ECUABURSÁTIL;BVQ
13/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;2.304.00;1.00;2.1700;2.304.00;4.999.68;PLUSVALORES;METROVALORES;BVQ
13/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.175.00;1.00;2.1700;1.175.00;2.549.75;SILVERCROSS;METROVALORES;BVQ
13/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;6.214.00;1.00;2.1800;6.214.00;13.546.52;SILVERCROSS;ECUABURSÁTIL;BVQ
13/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.557.00;1.00;2.1700;1.557.00;3.378.69;SILVERCROSS;FIDUVALOR;BVQ
13/10/2020;ACCIONES;NATLUK S.A.;12.00;1.00;7.0000;12.00;84.00;CASAREAL;CASAREAL;BVG
13/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;250.00;1.00;2.1700;250.00;542.50;SILVERCROSS;MERCAPITAL;BVQ
14/10/2020;ACCIONES;NATLUK S.A.;16.00;1.00;7.0000;16.00;112.00;CASAREAL;CASAREAL;BVG
14/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;12.000.00;1.00;2.1800;12.000.00;26.160.00;ECUABURSÁTIL;ECUABURSÁTIL;BVQ
14/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;118.00;1.00;2.1800;118.00;257.24;PLUSVALORES;ECUABURSÁTIL;BVQ
14/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;325.00;1.00;2.1800;325.00;708.50;PLUSVALORES;ECUABURSÁTIL;BVQ
14/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;4.144.00;1.00;2.1800;4.144.00;9.033.92;PLUSVALORES;ADVFIN S.A.;BVQ
14/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;2.220.00;1.00;2.1800;2.220.00;4.839.60;PLUSVALORES;ADVFIN S.A.;BVQ
14/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;5.000.00;1.00;2.1800;5.000.00;10.900.00;SILVERCROSS;ADVFIN S.A.;BVQ
14/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;1.440.00;1.00;0.8400;1.440.00;1.209.60;INTERVALORES;VALUE;BVG
14/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;1.000.00;1.00;0.8300;1.000.00;830.00;ACCITLAN;VALUE;BVG
14/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;5.960.00;1.00;0.8300;5.960.00;4.946.80;INTERVALORES;VALUE;BVG
14/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;25.000.00;1.00;0.8300;25.000.00;20.750.00;VALUE;VALUE;BVQ
14/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;2.000.00;1.00;2.1800;2.000.00;4.360.00;SANTA FE;METROVALORES;BVG
14/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;2.000.00;1.00;2.1800;2.000.00;4.360.00;SANTA FE;METROVALORES;BVG
14/10/2020;ACCIONES;CERVECERIA NACIONAL CN S.A.;11.00;1.00;90.0000;11.00;990.00;ECUABURSÁTIL;ANALYTICA SECURITIES;BVQ
14/10/2020;ACCIONES;RETRATOREC S.A.;1.167.00;1.00;3.2100;1.167.00;3.746.07;INTERVALORES;ADVFIN S.A.;BVG
14/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;7.207.00;1.00;2.2000;7.207.00;15.855.40;SANTA FE;MERCAPITAL;BVG
14/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.000.00;1.00;2.2000;1.000.00;2.200.00;SANTA FE;MERCAPITAL;BVG
14/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;128.00;1.00;2.1800;128.00;279.04;METROVALORES;ECUABURSÁTIL;BVG
14/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;5.000.00;1.00;0.8500;5.000.00;4.250.00;RyH ASOCIADOS;METROVALORES;BVG
15/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;2.971.00;1.00;2.1900;2.971.00;6.506.49;ECUABURSÁTIL;ECUABURSÁTIL;BVQ
15/10/2020;ACCIONES;INVERSANCARLOS S.A.;3.741.00;1.00;1.2000;3.741.00;4.489.20;RyH ASOCIADOS;RyH ASOCIADOS;BVG
15/10/2020;ACCIONES;SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.;8.000.00;1.00;0.6000;8.000.00;4.800.00;RyH ASOCIADOS;RyH ASOCIADOS;BVG
15/10/2020;ACCIONES;RETRATOREC S.A.;3.958.00;1.00;3.2100;3.958.00;12.705.18;ORION;INTERVALORES;BVG
15/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;171.00;1.00;2.1800;171.00;372.78;SILVERCROSS;MERCAPITAL;BVQ
15/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;3.670.00;1.00;2.1800;3.670.00;8.000.60;SILVERCROSS;MERCAPITAL;BVQ
15/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;449.00;1.00;2.1900;449.00;983.31;VECTORGLOBAL WMG;ECUABURSÁTIL;BVQ
15/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.300.00;1.00;2.2000;1.300.00;2.860.00;VECTORGLOBAL WMG;ECUABURSÁTIL;BVQ
15/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;2.000.00;1.00;2.2000;2.000.00;4.400.00;VECTORGLOBAL WMG;METROVALORES;BVG
15/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;469.00;1.00;2.2000;469.00;1.031.80;VECTORGLOBAL WMG;ECUABURSÁTIL;BVQ
15/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;2.000.00;1.00;2.2000;2.000.00;4.400.00;METROVALORES;METROVALORES;BVG
15/10/2020;ACCIONES;HOLCIM ECUADOR S.A.;852.00;3.00;55.0000;2.556.00;46.860.00;PLUSBURSÁTIL;PLUSBURSÁTIL;BVG
15/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;112.00;1.00;0.8900;112.00;99.68;BANRIO;RyH ASOCIADOS;BVG
15/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;6.477.00;1.00;2.2000;6.477.00;14.249.40;VECTORGLOBAL WMG;MERCAPITAL;BVQ
15/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;3.625.00;1.00;0.8500;3.625.00;3.081.25;METROVALORES;METROVALORES;BVG
15/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;215.00;1.00;2.2000;215.00;473.00;VECTORGLOBAL WMG;ANALYTICA SECURITIES;BVQ
16/10/2020;ACCIONES;NATLUK S.A.;17.00;1.00;7.0000;17.00;119.00;CASAREAL;CASAREAL;BVG
16/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;1.622.00;1.00;0.8500;1.622.00;1.378.70;SANTA FE;METROVALORES;BVG
16/10/2020;ACCIONES;BANCO PICHINCHA C.A.;11.00;100.00;83.5000;1.100.00;918.50;SANTA FE;SANTA FE;BVG
16/10/2020;ACCIONES;INDUSTRIAS ALES C.A.;633.00;1.00;0.4300;633.00;272.19;PORTAFOLIO;ORION;BVQ
16/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.650.00;1.00;2.2100;1.650.00;3.646.50;PLUSBURSÁTIL;PLUSBURSÁTIL;BVG
19/10/2020;ACCIONES;BANCO BOLIVARIANO C.A.;24.000.00;1.00;0.8700;24.000.00;20.880.00;MASVALORES;MASVALORES;BVG
19/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;10.000.00;1.00;0.8500;10.000.00;8.500.00;PLUSBURSÁTIL;PLUSBURSÁTIL;BVQ
19/10/2020;ACCIONES;BOLSA DE VALORES DE GUAYAQUIL S.A. BVG;6.000.00;1.00;1.1200;6.000.00;6.720.00;CITADEL;PLUSVALORES;BVG
19/10/2020;ACCIONES;BOLSA DE VALORES DE GUAYAQUIL S.A. BVG;15.000.00;1.00;1.0000;15.000.00;15.000.00;ASESOVAL;CASAREAL;BVG
20/10/2020;ACCIONES;BANCO DE LA PRODUCCION S.A PRODUBANCO;2.000.00;1.00;0.6800;2.000.00;1.360.00;ADVFIN S.A.;SANTA FE;BVG
20/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;5.671.00;1.00;2.2300;5.671.00;12.646.33;ORION;ECUABURSÁTIL;BVQ
20/10/2020;ACCIONES;BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA;784.00;1.00;1.0700;784.00;838.88;ASESOVAL;RyH ASOCIADOS;BVQ
20/10/2020;ACCIONES;SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.;10.000.00;1.00;0.6000;10.000.00;6.000.00;RyH ASOCIADOS;RyH ASOCIADOS;BVG
20/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;425.00;1.00;2.2500;425.00;956.25;VALUE;BANRIO;BVQ
20/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;624.00;1.00;2.2300;624.00;1.391.52;METROVALORES;METROVALORES;BVG
20/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;624.00;1.00;2.2300;624.00;1.391.52;METROVALORES;METROVALORES;BVG
20/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;624.00;1.00;2.2300;624.00;1.391.52;METROVALORES;METROVALORES;BVG
20/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;376.00;1.00;2.2000;376.00;827.20;VECTORGLOBAL WMG;METROVALORES;BVQ
20/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.013.00;1.00;2.2000;1.013.00;2.228.60;SILVERCROSS;BANRIO;BVQ
20/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;225.00;1.00;2.2200;225.00;499.50;SANTA FE;SANTA FE;BVG
20/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;27.00;1.00;2.2200;27.00;59.94;SANTA FE;SANTA FE;BVG
21/10/2020;ACCIONES;BANCO DE LA PRODUCCION S.A PRODUBANCO;5.000.00;1.00;0.6800;5.000.00;3.400.00;ADVFIN S.A.;METROVALORES;BVG
21/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;5.000.00;1.00;0.8500;5.000.00;4.250.00;ADVFIN S.A.;ADVFIN S.A.;BVG
21/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;9.000.00;1.00;2.2100;9.000.00;19.890.00;VECTORGLOBAL WMG;VECTORGLOBAL WMG;BVQ
21/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;84.00;1.00;2.2300;84.00;187.32;MERCHANT VALORES;ECUABURSÁTIL;BVG
21/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.855.00;1.00;2.2200;1.855.00;4.118.10;ORION;ALBION;BVG
21/10/2020;ACCIONES;NATLUK S.A.;10.00;1.00;7.0000;10.00;70.00;CASAREAL;CASAREAL;BVG
21/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;500.00;1.00;2.2300;500.00;1.115.00;SANTA FE;ECUABURSÁTIL;BVQ
21/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;300.00;1.00;2.2300;300.00;669.00;MERCHANT VALORES;MERCHANT VALORES;BVQ
21/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;48.090.00;1.00;2.2300;48.090.00;107.240.70;ORION;ECUABURSÁTIL;BVQ
21/10/2020;ACCIONES;CONJUNTO CLINICO NACIONAL CONCLINA S.A.;1.091.00;1.00;1.0000;1.091.00;1.091.00;VALUE;VALUE;BVQ
22/10/2020;ACCIONES;NATLUK S.A.;12.00;1.00;7.0000;12.00;84.00;CASAREAL;CASAREAL;BVG
22/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;670.00;1.00;2.2500;670.00;1.507.50;MERCAPITAL;MERCAPITAL;BVQ
22/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.266.00;1.00;2.2400;1.266.00;2.835.84;SANTA FE;SANTA FE;BVG
22/10/2020;ACCIONES;BANCO DE LA PRODUCCION S.A PRODUBANCO;6.000.00;1.00;0.6500;6.000.00;3.900.00;VECTORGLOBAL WMG;VECTORGLOBAL WMG;BVQ
22/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;2.207.00;1.00;2.2300;2.207.00;4.921.61;MERCHANT VALORES;SANTA FE;BVQ
22/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.527.00;1.00;2.2300;1.527.00;3.405.21;PICAVAL;SANTA FE;BVG
22/10/2020;ACCIONES;BANCO DE LA PRODUCCION S.A PRODUBANCO;5.785.00;1.00;0.6500;5.785.00;3.760.25;VECTORGLOBAL WMG;VECTORGLOBAL WMG;BVQ
23/10/2020;ACCIONES;LA RESERVA FORESTAL (REFOREST) S.A.;20.00;1.00;34.0000;20.00;680.00;ALBION;ALBION;BVG
23/10/2020;ACCIONES;NATLUK S.A.;11.00;1.00;7.0000;11.00;77.00;CASAREAL;CASAREAL;BVG
23/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;292.00;1.00;2.2200;292.00;648.24;PICAVAL;METROVALORES;BVQ
23/10/2020;ACCIONES;BANCO PICHINCHA C.A.;41.00;100.00;81.5000;4.100.00;3.341.50;SANTA FE;SANTA FE;BVG
23/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;522.00;1.00;2.2200;522.00;1.158.84;PICAVAL;MERCAPITAL;BVQ
23/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;80.00;1.00;2.2500;80.00;180.00;METROVALORES;MERCAPITAL;BVG
23/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;2.500.00;1.00;2.2500;2.500.00;5.625.00;ADVFIN S.A.;ADVFIN S.A.;BVG
26/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;5.000.00;1.00;0.8500;5.000.00;4.250.00;RyH ASOCIADOS;ADVFIN S.A.;BVG
26/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;298.00;1.00;2.2500;298.00;670.50;MERCAPITAL;ADVFIN S.A.;BVG
26/10/2020;ACCIONES;UNACEM ECUADOR S.A.;7.00;0.04;9.8200;0.28;68.74;METROVALORES;RyH ASOCIADOS;BVQ
26/10/2020;ACCIONES;UNACEM ECUADOR S.A.;60.00;0.04;9.8200;2.40;589.20;METROVALORES;RyH ASOCIADOS;BVQ
26/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;232.00;1.00;2.2500;232.00;522.00;MERCAPITAL;SANTA FE;BVQ
26/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;440.00;1.00;2.2500;440.00;990.00;MERCAPITAL;SANTA FE;BVQ
26/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;542.00;1.00;2.2300;542.00;1.208.66;ACCITLAN;SANTA FE;BVG
26/10/2020;ACCIONES;HOLCIM ECUADOR S.A.;10.00;3.00;55.0000;30.00;550.00;RyH ASOCIADOS;MERCAPITAL;BVQ
26/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.600.00;1.00;2.2400;1.600.00;3.584.00;ACCITLAN;VALUE;BVQ
26/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;2.300.00;1.00;2.2400;2.300.00;5.152.00;ACCITLAN;VALUE;BVQ
26/10/2020;ACCIONES;BANCO DE LA PRODUCCION S.A PRODUBANCO;25.000.00;1.00;0.6700;25.000.00;16.750.00;RyH ASOCIADOS;PLUSVALORES;BVQ
26/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;1.000.00;1.00;0.8500;1.000.00;850.00;SILVERCROSS;ADVFIN S.A.;BVG
26/10/2020;ACCIONES;BANCO GUAYAQUIL S.A.;1.000.00;1.00;0.8500;1.000.00;850.00;SILVERCROSS;ADVFIN S.A.;BVG
26/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;13.500.00;1.00;2.2500;13.500.00;30.375.00;PLUSVALORES;ADVFIN S.A.;BVG
26/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;2.000.00;1.00;2.2400;2.000.00;4.480.00;METROVALORES;METROVALORES;BVQ
26/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.100.00;1.00;2.2400;1.100.00;2.464.00;METROVALORES;VALUE;BVQ
26/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;1.274.00;1.00;2.2400;1.274.00;2.853.76;METROVALORES;METROVALORES;BVQ
26/10/2020;ACCIONES;CORPORACION FAVORITA C.A.;726.00;1.00;2.2400;726.00;1.626.24;METROVALORES;METROVALORES;BVQ
