empresa,horizonte,window_id,model,kernel,best_cv_f1,best_params,n_train,n_test,accuracy,directional_accuracy,precision,recall,f1
BANCO GUAYAQUIL S.A.,h5,24,svc_poly,poly,0.49025974025974034,"{'C': 1, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",840,30,0.4666666666666667,0.4666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,25,baseline_majority,baseline,,,870,30,0.36666666666666664,0.36666666666666664,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,25,baseline_sign_prev,baseline,,,870,30,0.4,0.4,0.5454545454545454,0.3157894736842105,0.4
BANCO GUAYAQUIL S.A.,h5,25,svc_linear,linear,0.4039039039039039,"{'C': 0.1, 'class_weight': 'balanced', 'kernel': 'linear'}",870,30,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.2631578947368421,0.3333333333333333
BANCO GUAYAQUIL S.A.,h5,25,svc_rbf,rbf,0.43464052287581695,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",870,30,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,25,svc_poly,poly,0.49025974025974034,"{'C': 1, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",870,30,0.36666666666666664,0.36666666666666664,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,26,baseline_majority,baseline,,,900,30,0.7666666666666667,0.7666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,26,baseline_sign_prev,baseline,,,900,30,0.6333333333333333,0.6333333333333333,0.25,0.2857142857142857,0.26666666666666666
BANCO GUAYAQUIL S.A.,h5,26,svc_linear,linear,0.4039039039039039,"{'C': 0.1, 'class_weight': 'balanced', 'kernel': 'linear'}",900,30,0.6,0.6,0.3333333333333333,0.7142857142857143,0.45454545454545453
BANCO GUAYAQUIL S.A.,h5,26,svc_rbf,rbf,0.43464052287581695,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",900,30,0.5666666666666667,0.5666666666666667,0.3125,0.7142857142857143,0.43478260869565216
BANCO GUAYAQUIL S.A.,h5,26,svc_poly,poly,0.49025974025974034,"{'C': 1, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",900,30,0.7666666666666667,0.7666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,27,baseline_majority,baseline,,,930,30,0.6333333333333333,0.6333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,27,baseline_sign_prev,baseline,,,930,30,0.4666666666666667,0.4666666666666667,0.2222222222222222,0.18181818181818182,0.2
BANCO GUAYAQUIL S.A.,h5,27,svc_linear,linear,0.4039039039039039,"{'C': 0.1, 'class_weight': 'balanced', 'kernel': 'linear'}",930,30,0.6333333333333333,0.6333333333333333,0.5,0.2727272727272727,0.35294117647058826
BANCO GUAYAQUIL S.A.,h5,27,svc_rbf,rbf,0.43464052287581695,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",930,30,0.7333333333333333,0.7333333333333333,1.0,0.2727272727272727,0.42857142857142855
BANCO GUAYAQUIL S.A.,h5,27,svc_poly,poly,0.49025974025974034,"{'C': 1, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",930,30,0.6333333333333333,0.6333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,28,baseline_majority,baseline,,,960,30,0.23333333333333334,0.23333333333333334,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,28,baseline_sign_prev,baseline,,,960,30,0.36666666666666664,0.36666666666666664,0.6428571428571429,0.391304347826087,0.4864864864864865
BANCO GUAYAQUIL S.A.,h5,28,svc_linear,linear,0.4039039039039039,"{'C': 0.1, 'class_weight': 'balanced', 'kernel': 'linear'}",960,30,0.5,0.5,0.9,0.391304347826087,0.5454545454545454
BANCO GUAYAQUIL S.A.,h5,28,svc_rbf,rbf,0.43464052287581695,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",960,30,0.5333333333333333,0.5333333333333333,0.9090909090909091,0.43478260869565216,0.5882352941176471
BANCO GUAYAQUIL S.A.,h5,28,svc_poly,poly,0.49025974025974034,"{'C': 1, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",960,30,0.23333333333333334,0.23333333333333334,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,29,baseline_majority,baseline,,,990,30,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,29,baseline_sign_prev,baseline,,,990,30,0.4666666666666667,0.4666666666666667,0.9285714285714286,0.4642857142857143,0.6190476190476191
BANCO GUAYAQUIL S.A.,h5,29,svc_linear,linear,0.4039039039039039,"{'C': 0.1, 'class_weight': 'balanced', 'kernel': 'linear'}",990,30,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,0.9655172413793104
BANCO GUAYAQUIL S.A.,h5,29,svc_rbf,rbf,0.43464052287581695,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",990,30,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,0.9655172413793104
BANCO GUAYAQUIL S.A.,h5,29,svc_poly,poly,0.49025974025974034,"{'C': 1, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",990,30,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,30,baseline_majority,baseline,,,1020,30,0.36666666666666664,0.36666666666666664,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,30,baseline_sign_prev,baseline,,,1020,30,0.6333333333333333,0.6333333333333333,0.7857142857142857,0.5789473684210527,0.6666666666666666
BANCO GUAYAQUIL S.A.,h5,30,svc_linear,linear,0.4039039039039039,"{'C': 0.1, 'class_weight': 'balanced', 'kernel': 'linear'}",1020,30,0.6333333333333333,0.6333333333333333,0.6333333333333333,1.0,0.7755102040816326
BANCO GUAYAQUIL S.A.,h5,30,svc_rbf,rbf,0.43464052287581695,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1020,30,0.6333333333333333,0.6333333333333333,0.6333333333333333,1.0,0.7755102040816326
BANCO GUAYAQUIL S.A.,h5,30,svc_poly,poly,0.49025974025974034,"{'C': 1, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",1020,30,0.36666666666666664,0.36666666666666664,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,31,baseline_majority,baseline,,,1050,30,0.1,0.1,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,31,baseline_sign_prev,baseline,,,1050,30,0.4666666666666667,0.4666666666666667,0.8666666666666667,0.48148148148148145,0.6190476190476191
BANCO GUAYAQUIL S.A.,h5,31,svc_linear,linear,0.4039039039039039,"{'C': 0.1, 'class_weight': 'balanced', 'kernel': 'linear'}",1050,30,0.9,0.9,0.9,1.0,0.9473684210526315
BANCO GUAYAQUIL S.A.,h5,31,svc_rbf,rbf,0.43464052287581695,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1050,30,0.9,0.9,0.9,1.0,0.9473684210526315
BANCO GUAYAQUIL S.A.,h5,31,svc_poly,poly,0.49025974025974034,"{'C': 1, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",1050,30,0.1,0.1,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,32,baseline_majority,baseline,,,1080,30,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,32,baseline_sign_prev,baseline,,,1080,30,0.36666666666666664,0.36666666666666664,0.8181818181818182,0.34615384615384615,0.4864864864864865
BANCO GUAYAQUIL S.A.,h5,32,svc_linear,linear,0.4039039039039039,"{'C': 0.1, 'class_weight': 'balanced', 'kernel': 'linear'}",1080,30,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,0.9285714285714286
BANCO GUAYAQUIL S.A.,h5,32,svc_rbf,rbf,0.43464052287581695,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1080,30,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,0.9285714285714286
BANCO GUAYAQUIL S.A.,h5,32,svc_poly,poly,0.49025974025974034,"{'C': 1, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",1080,30,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,33,baseline_majority,baseline,,,1110,30,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h5,33,baseline_sign_prev,baseline,,,1110,30,0.4666666666666667,0.4666666666666667,0.8125,0.5,0.6190476190476191
BANCO GUAYAQUIL S.A.,h5,33,svc_linear,linear,0.4039039039039039,"{'C': 0.1, 'class_weight': 'balanced', 'kernel': 'linear'}",1110,30,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,0.9285714285714286
BANCO GUAYAQUIL S.A.,h5,33,svc_rbf,rbf,0.43464052287581695,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1110,30,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,0.9285714285714286
BANCO GUAYAQUIL S.A.,h5,33,svc_poly,poly,0.49025974025974034,"{'C': 1, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",1110,30,0.6333333333333333,0.6333333333333333,0.8260869565217391,0.7307692307692307,0.7755102040816326
BANCO GUAYAQUIL S.A.,h20,0,baseline_majority,baseline,,,120,30,0.9666666666666667,0.9666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,0,baseline_sign_prev,baseline,,,120,30,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,0,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",120,30,0.9666666666666667,0.9666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,0,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",120,30,0.9,0.9,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,0,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",120,30,0.9666666666666667,0.9666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,1,baseline_majority,baseline,,,150,30,0.7666666666666667,0.7666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,1,baseline_sign_prev,baseline,,,150,30,0.5666666666666667,0.5666666666666667,0.125,0.14285714285714285,0.13333333333333333
BANCO GUAYAQUIL S.A.,h20,1,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",150,30,0.3,0.3,0.18181818181818182,0.5714285714285714,0.27586206896551724
BANCO GUAYAQUIL S.A.,h20,1,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",150,30,0.23333333333333334,0.23333333333333334,0.16666666666666666,0.5714285714285714,0.25806451612903225
BANCO GUAYAQUIL S.A.,h20,1,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",150,30,0.23333333333333334,0.23333333333333334,0.16666666666666666,0.5714285714285714,0.25806451612903225
BANCO GUAYAQUIL S.A.,h20,2,baseline_majority,baseline,,,180,30,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,2,baseline_sign_prev,baseline,,,180,30,0.3333333333333333,0.3333333333333333,0.5,0.1,0.16666666666666666
BANCO GUAYAQUIL S.A.,h20,2,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",180,30,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.8
BANCO GUAYAQUIL S.A.,h20,2,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",180,30,0.7333333333333333,0.7333333333333333,0.7307692307692307,0.95,0.8260869565217391
BANCO GUAYAQUIL S.A.,h20,2,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",180,30,0.7333333333333333,0.7333333333333333,0.7142857142857143,1.0,0.8333333333333334
BANCO GUAYAQUIL S.A.,h20,3,baseline_majority,baseline,,,210,30,0.36666666666666664,0.36666666666666664,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,3,baseline_sign_prev,baseline,,,210,30,0.4,0.4,0.5384615384615384,0.3684210526315789,0.4375
BANCO GUAYAQUIL S.A.,h20,3,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",210,30,0.4,0.4,0.5294117647058824,0.47368421052631576,0.5
BANCO GUAYAQUIL S.A.,h20,3,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",210,30,0.43333333333333335,0.43333333333333335,0.6,0.3157894736842105,0.41379310344827586
BANCO GUAYAQUIL S.A.,h20,3,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",210,30,0.6,0.6,0.6666666666666666,0.7368421052631579,0.7
BANCO GUAYAQUIL S.A.,h20,4,baseline_majority,baseline,,,240,30,0.8666666666666667,0.8666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,4,baseline_sign_prev,baseline,,,240,30,0.6,0.6,0.1,0.25,0.14285714285714285
BANCO GUAYAQUIL S.A.,h20,4,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",240,30,0.6666666666666666,0.6666666666666666,0.25,0.75,0.375
BANCO GUAYAQUIL S.A.,h20,4,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",240,30,0.6666666666666666,0.6666666666666666,0.25,0.75,0.375
BANCO GUAYAQUIL S.A.,h20,4,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",240,30,0.7,0.7,0.14285714285714285,0.25,0.18181818181818182
BANCO GUAYAQUIL S.A.,h20,5,baseline_majority,baseline,,,270,30,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,5,baseline_sign_prev,baseline,,,270,30,0.7,0.7,0.25,0.4,0.3076923076923077
BANCO GUAYAQUIL S.A.,h20,5,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",270,30,0.4,0.4,0.11764705882352941,0.4,0.18181818181818182
BANCO GUAYAQUIL S.A.,h20,5,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",270,30,0.3,0.3,0.19230769230769232,1.0,0.3225806451612903
BANCO GUAYAQUIL S.A.,h20,5,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",270,30,0.8,0.8,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,6,baseline_majority,baseline,,,300,30,0.7333333333333333,0.7333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,6,baseline_sign_prev,baseline,,,300,30,0.5666666666666667,0.5666666666666667,0.14285714285714285,0.125,0.13333333333333333
BANCO GUAYAQUIL S.A.,h20,6,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",300,30,0.26666666666666666,0.26666666666666666,0.26666666666666666,1.0,0.42105263157894735
BANCO GUAYAQUIL S.A.,h20,6,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",300,30,0.26666666666666666,0.26666666666666666,0.26666666666666666,1.0,0.42105263157894735
BANCO GUAYAQUIL S.A.,h20,6,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",300,30,0.7333333333333333,0.7333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,7,baseline_majority,baseline,,,330,30,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,7,baseline_sign_prev,baseline,,,330,30,0.5,0.5,1.0,0.4827586206896552,0.6511627906976745
BANCO GUAYAQUIL S.A.,h20,7,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",330,30,0.6333333333333333,0.6333333333333333,1.0,0.6206896551724138,0.7659574468085106
BANCO GUAYAQUIL S.A.,h20,7,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",330,30,0.43333333333333335,0.43333333333333335,0.9285714285714286,0.4482758620689655,0.6046511627906976
BANCO GUAYAQUIL S.A.,h20,7,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",330,30,0.23333333333333334,0.23333333333333334,1.0,0.20689655172413793,0.34285714285714286
BANCO GUAYAQUIL S.A.,h20,8,baseline_majority,baseline,,,360,30,0.36666666666666664,0.36666666666666664,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,8,baseline_sign_prev,baseline,,,360,30,0.43333333333333335,0.43333333333333335,0.6,0.3157894736842105,0.41379310344827586
BANCO GUAYAQUIL S.A.,h20,8,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",360,30,0.36666666666666664,0.36666666666666664,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,8,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",360,30,0.5333333333333333,0.5333333333333333,1.0,0.2631578947368421,0.4166666666666667
BANCO GUAYAQUIL S.A.,h20,8,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",360,30,0.36666666666666664,0.36666666666666664,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,9,baseline_majority,baseline,,,390,30,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,9,baseline_sign_prev,baseline,,,390,30,0.3,0.3,0.42857142857142855,0.15,0.2222222222222222
BANCO GUAYAQUIL S.A.,h20,9,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",390,30,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,9,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",390,30,0.3,0.3,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,9,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",390,30,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,10,baseline_majority,baseline,,,420,30,0.5666666666666667,0.5666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,10,baseline_sign_prev,baseline,,,420,30,0.5666666666666667,0.5666666666666667,0.5,0.23076923076923078,0.3157894736842105
BANCO GUAYAQUIL S.A.,h20,10,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",420,30,0.5666666666666667,0.5666666666666667,0.5,0.07692307692307693,0.13333333333333333
BANCO GUAYAQUIL S.A.,h20,10,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",420,30,0.5666666666666667,0.5666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,10,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",420,30,0.5666666666666667,0.5666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,11,baseline_majority,baseline,,,450,30,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,11,baseline_sign_prev,baseline,,,450,30,0.5666666666666667,0.5666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,11,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",450,30,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,11,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",450,30,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,11,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",450,30,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,12,baseline_majority,baseline,,,480,30,1.0,1.0,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,12,baseline_sign_prev,baseline,,,480,30,0.7,0.7,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,12,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",480,30,1.0,1.0,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,12,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",480,30,1.0,1.0,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,12,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",480,30,1.0,1.0,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,13,baseline_majority,baseline,,,510,30,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,13,baseline_sign_prev,baseline,,,510,30,0.36666666666666664,0.36666666666666664,1.0,0.32142857142857145,0.4864864864864865
BANCO GUAYAQUIL S.A.,h20,13,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",510,30,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,13,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",510,30,0.1,0.1,1.0,0.03571428571428571,0.06896551724137931
BANCO GUAYAQUIL S.A.,h20,13,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",510,30,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,14,baseline_majority,baseline,,,540,30,0.9666666666666667,0.9666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,14,baseline_sign_prev,baseline,,,540,30,0.6333333333333333,0.6333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,14,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",540,30,0.9666666666666667,0.9666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,14,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",540,30,0.9,0.9,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,14,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",540,30,0.9666666666666667,0.9666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,15,baseline_majority,baseline,,,570,30,0.9333333333333333,0.9333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,15,baseline_sign_prev,baseline,,,570,30,0.8333333333333334,0.8333333333333334,0.2857142857142857,1.0,0.4444444444444444
BANCO GUAYAQUIL S.A.,h20,15,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",570,30,0.6333333333333333,0.6333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,15,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",570,30,0.7,0.7,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,15,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",570,30,0.9333333333333333,0.9333333333333333,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,16,baseline_majority,baseline,,,600,30,0.7666666666666667,0.7666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,16,baseline_sign_prev,baseline,,,600,30,0.5,0.5,0.1,0.14285714285714285,0.11764705882352941
BANCO GUAYAQUIL S.A.,h20,16,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",600,30,0.43333333333333335,0.43333333333333335,0.2727272727272727,0.8571428571428571,0.41379310344827586
BANCO GUAYAQUIL S.A.,h20,16,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",600,30,0.5,0.5,0.1,0.14285714285714285,0.11764705882352941
BANCO GUAYAQUIL S.A.,h20,16,svc_poly,poly,,"{'kernel': 'poly', 'C': 1, 'degree': 2, 'gamma': 'scale', 'coef0': 0.0, 'class_weight': 'balanced'}",600,30,0.7666666666666667,0.7666666666666667,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,17,baseline_majority,baseline,,,630,30,0.1,0.1,0.0,0.0,0.0
BANCO GUAYAQUIL S.A.,h20,17,baseline_sign_prev,baseline,,,630,30,0.4,0.4,0.9090909090909091,0.37037037037037035,0.5263157894736842
BANCO GUAYAQUIL S.A.,h20,17,svc_linear,linear,,"{'kernel': 'linear', 'C': 1, 'class_weight': 'balanced'}",630,30,0.8333333333333334,0.8333333333333334,0.8928571428571429,0.9259259259259259,0.9090909090909091
BANCO GUAYAQUIL S.A.,h20,17,svc_rbf,rbf,,"{'kernel': 'rbf', 'C': 1, 'gamma': 'scale', 'class_weight': 'balanced'}",630,30,0.5333333333333333,0.5333333333333333,1.0,0.48148148148148145,0.65
