empresa,horizonte,window_id,model,kernel,best_cv_f1,best_params,n_train,n_test,accuracy,directional_accuracy,precision,recall,f1
CORPORACION FAVORITA C.A.,h1,24,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",840,30,0.5333333333333333,0.5333333333333333,0.3157894736842105,0.8571428571428571,0.46153846153846156
CORPORACION FAVORITA C.A.,h1,24,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",840,30,0.6666666666666666,0.6666666666666666,0.36363636363636365,0.5714285714285714,0.4444444444444444
CORPORACION FAVORITA C.A.,h1,25,baseline_majority,baseline,,,870,30,0.8,0.8,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,25,baseline_sign_prev,baseline,,,870,30,0.7,0.7,0.2,0.16666666666666666,0.18181818181818182
CORPORACION FAVORITA C.A.,h1,25,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",870,30,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
CORPORACION FAVORITA C.A.,h1,25,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",870,30,0.7333333333333333,0.7333333333333333,0.25,0.16666666666666666,0.2
CORPORACION FAVORITA C.A.,h1,25,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",870,30,0.6,0.6,0.25,0.5,0.3333333333333333
CORPORACION FAVORITA C.A.,h1,26,baseline_majority,baseline,,,900,30,0.6333333333333333,0.6333333333333333,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,26,baseline_sign_prev,baseline,,,900,30,0.5333333333333333,0.5333333333333333,0.36363636363636365,0.36363636363636365,0.36363636363636365
CORPORACION FAVORITA C.A.,h1,26,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",900,30,0.4,0.4,0.26666666666666666,0.36363636363636365,0.3076923076923077
CORPORACION FAVORITA C.A.,h1,26,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",900,30,0.5,0.5,0.35714285714285715,0.45454545454545453,0.4
CORPORACION FAVORITA C.A.,h1,26,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",900,30,0.5333333333333333,0.5333333333333333,0.3333333333333333,0.2727272727272727,0.3
CORPORACION FAVORITA C.A.,h1,27,baseline_majority,baseline,,,930,30,0.7,0.7,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,27,baseline_sign_prev,baseline,,,930,30,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.4444444444444444
CORPORACION FAVORITA C.A.,h1,27,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",930,30,0.5,0.5,0.2,0.2222222222222222,0.21052631578947367
CORPORACION FAVORITA C.A.,h1,27,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",930,30,0.5666666666666667,0.5666666666666667,0.25,0.2222222222222222,0.23529411764705882
CORPORACION FAVORITA C.A.,h1,27,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",930,30,0.5666666666666667,0.5666666666666667,0.16666666666666666,0.1111111111111111,0.13333333333333333
CORPORACION FAVORITA C.A.,h1,28,baseline_majority,baseline,,,960,30,0.7333333333333333,0.7333333333333333,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,28,baseline_sign_prev,baseline,,,960,30,0.6333333333333333,0.6333333333333333,0.3333333333333333,0.375,0.35294117647058826
CORPORACION FAVORITA C.A.,h1,28,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",960,30,0.4666666666666667,0.4666666666666667,0.21428571428571427,0.375,0.2727272727272727
CORPORACION FAVORITA C.A.,h1,28,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",960,30,0.6333333333333333,0.6333333333333333,0.36363636363636365,0.5,0.42105263157894735
CORPORACION FAVORITA C.A.,h1,28,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",960,30,0.6666666666666666,0.6666666666666666,0.375,0.375,0.375
CORPORACION FAVORITA C.A.,h1,29,baseline_majority,baseline,,,990,30,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,29,baseline_sign_prev,baseline,,,990,30,0.6,0.6,0.4,0.4,0.4
CORPORACION FAVORITA C.A.,h1,29,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",990,30,0.5,0.5,0.38095238095238093,0.8,0.5161290322580645
CORPORACION FAVORITA C.A.,h1,29,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",990,30,0.5333333333333333,0.5333333333333333,0.3333333333333333,0.4,0.36363636363636365
CORPORACION FAVORITA C.A.,h1,29,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",990,30,0.5666666666666667,0.5666666666666667,0.36363636363636365,0.4,0.38095238095238093
CORPORACION FAVORITA C.A.,h1,30,baseline_majority,baseline,,,1020,30,0.6333333333333333,0.6333333333333333,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,30,baseline_sign_prev,baseline,,,1020,30,0.5333333333333333,0.5333333333333333,0.36363636363636365,0.36363636363636365,0.36363636363636365
CORPORACION FAVORITA C.A.,h1,30,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1020,30,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.5454545454545454,0.375
CORPORACION FAVORITA C.A.,h1,30,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1020,30,0.5666666666666667,0.5666666666666667,0.4,0.36363636363636365,0.38095238095238093
CORPORACION FAVORITA C.A.,h1,30,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1020,30,0.43333333333333335,0.43333333333333335,0.2,0.18181818181818182,0.19047619047619047
CORPORACION FAVORITA C.A.,h1,31,baseline_majority,baseline,,,1050,30,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,31,baseline_sign_prev,baseline,,,1050,30,0.5666666666666667,0.5666666666666667,0.3333333333333333,0.3,0.3157894736842105
CORPORACION FAVORITA C.A.,h1,31,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1050,30,0.5333333333333333,0.5333333333333333,0.4,0.8,0.5333333333333333
CORPORACION FAVORITA C.A.,h1,31,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1050,30,0.6333333333333333,0.6333333333333333,0.4444444444444444,0.4,0.42105263157894735
CORPORACION FAVORITA C.A.,h1,31,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1050,30,0.6333333333333333,0.6333333333333333,0.45454545454545453,0.5,0.47619047619047616
CORPORACION FAVORITA C.A.,h1,32,baseline_majority,baseline,,,1080,30,0.7333333333333333,0.7333333333333333,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,32,baseline_sign_prev,baseline,,,1080,30,0.5333333333333333,0.5333333333333333,0.125,0.125,0.125
CORPORACION FAVORITA C.A.,h1,32,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1080,30,0.5666666666666667,0.5666666666666667,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,32,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1080,30,0.5666666666666667,0.5666666666666667,0.14285714285714285,0.125,0.13333333333333333
CORPORACION FAVORITA C.A.,h1,32,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1080,30,0.6,0.6,0.375,0.75,0.5
CORPORACION FAVORITA C.A.,h1,33,baseline_majority,baseline,,,1110,30,0.6,0.6,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,33,baseline_sign_prev,baseline,,,1110,30,0.4,0.4,0.25,0.25,0.25
CORPORACION FAVORITA C.A.,h1,33,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1110,30,0.3,0.3,0.30434782608695654,0.5833333333333334,0.4
CORPORACION FAVORITA C.A.,h1,33,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1110,30,0.4666666666666667,0.4666666666666667,0.3,0.25,0.2727272727272727
CORPORACION FAVORITA C.A.,h1,33,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1110,30,0.4666666666666667,0.4666666666666667,0.3,0.25,0.2727272727272727
CORPORACION FAVORITA C.A.,h1,34,baseline_majority,baseline,,,1140,30,0.6,0.6,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,34,baseline_sign_prev,baseline,,,1140,30,0.6,0.6,0.5,0.5,0.5
CORPORACION FAVORITA C.A.,h1,34,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1140,30,0.4,0.4,0.3125,0.4166666666666667,0.35714285714285715
CORPORACION FAVORITA C.A.,h1,34,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1140,30,0.4,0.4,0.2857142857142857,0.3333333333333333,0.3076923076923077
CORPORACION FAVORITA C.A.,h1,34,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1140,30,0.43333333333333335,0.43333333333333335,0.3333333333333333,0.4166666666666667,0.37037037037037035
CORPORACION FAVORITA C.A.,h1,35,baseline_majority,baseline,,,1170,30,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,35,baseline_sign_prev,baseline,,,1170,30,0.5333333333333333,0.5333333333333333,0.3,0.3,0.3
CORPORACION FAVORITA C.A.,h1,35,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1170,30,0.5666666666666667,0.5666666666666667,0.2857142857142857,0.2,0.23529411764705882
CORPORACION FAVORITA C.A.,h1,35,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1170,30,0.6666666666666666,0.6666666666666666,0.5,0.8,0.6153846153846154
CORPORACION FAVORITA C.A.,h1,35,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1170,30,0.4666666666666667,0.4666666666666667,0.36363636363636365,0.8,0.5
CORPORACION FAVORITA C.A.,h1,36,baseline_majority,baseline,,,1200,30,0.8,0.8,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,36,baseline_sign_prev,baseline,,,1200,30,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
CORPORACION FAVORITA C.A.,h1,36,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1200,30,0.6333333333333333,0.6333333333333333,0.2222222222222222,0.3333333333333333,0.26666666666666666
CORPORACION FAVORITA C.A.,h1,36,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1200,30,0.43333333333333335,0.43333333333333335,0.13333333333333333,0.3333333333333333,0.19047619047619047
CORPORACION FAVORITA C.A.,h1,36,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1200,30,0.2,0.2,0.125,0.5,0.2
CORPORACION FAVORITA C.A.,h1,37,baseline_majority,baseline,,,1230,30,0.5666666666666667,0.5666666666666667,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,37,baseline_sign_prev,baseline,,,1230,30,0.36666666666666664,0.36666666666666664,0.2857142857142857,0.3076923076923077,0.2962962962962963
CORPORACION FAVORITA C.A.,h1,37,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1230,30,0.5666666666666667,0.5666666666666667,0.5,0.6923076923076923,0.5806451612903226
CORPORACION FAVORITA C.A.,h1,37,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1230,30,0.5,0.5,0.42857142857142855,0.46153846153846156,0.4444444444444444
CORPORACION FAVORITA C.A.,h1,37,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1230,30,0.4666666666666667,0.4666666666666667,0.36363636363636365,0.3076923076923077,0.3333333333333333
CORPORACION FAVORITA C.A.,h1,38,baseline_majority,baseline,,,1260,30,0.6,0.6,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,38,baseline_sign_prev,baseline,,,1260,30,0.36666666666666664,0.36666666666666664,0.18181818181818182,0.16666666666666666,0.17391304347826086
CORPORACION FAVORITA C.A.,h1,38,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1260,30,0.4666666666666667,0.4666666666666667,0.4,0.6666666666666666,0.5
CORPORACION FAVORITA C.A.,h1,38,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1260,30,0.43333333333333335,0.43333333333333335,0.2727272727272727,0.25,0.2608695652173913
CORPORACION FAVORITA C.A.,h1,38,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1260,30,0.5666666666666667,0.5666666666666667,0.47368421052631576,0.75,0.5806451612903226
CORPORACION FAVORITA C.A.,h1,39,baseline_majority,baseline,,,1290,30,0.5666666666666667,0.5666666666666667,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,39,baseline_sign_prev,baseline,,,1290,30,0.6333333333333333,0.6333333333333333,0.5714285714285714,0.6153846153846154,0.5925925925925926
CORPORACION FAVORITA C.A.,h1,39,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1290,30,0.7,0.7,0.7,0.5384615384615384,0.6086956521739131
CORPORACION FAVORITA C.A.,h1,39,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1290,30,0.43333333333333335,0.43333333333333335,0.3333333333333333,0.3076923076923077,0.32
CORPORACION FAVORITA C.A.,h1,39,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1290,30,0.4666666666666667,0.4666666666666667,0.36363636363636365,0.3076923076923077,0.3333333333333333
CORPORACION FAVORITA C.A.,h1,40,baseline_majority,baseline,,,1320,30,0.7666666666666667,0.7666666666666667,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,40,baseline_sign_prev,baseline,,,1320,30,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.2857142857142857,0.2857142857142857
CORPORACION FAVORITA C.A.,h1,40,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1320,30,0.6666666666666666,0.6666666666666666,0.36363636363636365,0.5714285714285714,0.4444444444444444
CORPORACION FAVORITA C.A.,h1,40,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1320,30,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.42857142857142855,0.375
CORPORACION FAVORITA C.A.,h1,40,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1320,30,0.5666666666666667,0.5666666666666667,0.3125,0.7142857142857143,0.43478260869565216
CORPORACION FAVORITA C.A.,h1,41,baseline_majority,baseline,,,1350,30,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,41,baseline_sign_prev,baseline,,,1350,30,0.7333333333333333,0.7333333333333333,0.2,0.2,0.2
CORPORACION FAVORITA C.A.,h1,41,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1350,30,0.5666666666666667,0.5666666666666667,0.21428571428571427,0.6,0.3157894736842105
CORPORACION FAVORITA C.A.,h1,41,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1350,30,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.4,0.2857142857142857
CORPORACION FAVORITA C.A.,h1,41,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1350,30,0.5666666666666667,0.5666666666666667,0.25,0.8,0.38095238095238093
CORPORACION FAVORITA C.A.,h1,42,baseline_majority,baseline,,,1380,30,0.6,0.6,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,42,baseline_sign_prev,baseline,,,1380,30,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666
CORPORACION FAVORITA C.A.,h1,42,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1380,30,0.43333333333333335,0.43333333333333335,0.2727272727272727,0.25,0.2608695652173913
CORPORACION FAVORITA C.A.,h1,42,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1380,30,0.4666666666666667,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333
CORPORACION FAVORITA C.A.,h1,42,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1380,30,0.6,0.6,0.5,0.5833333333333334,0.5384615384615384
CORPORACION FAVORITA C.A.,h1,43,baseline_majority,baseline,,,1410,30,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,43,baseline_sign_prev,baseline,,,1410,30,0.4666666666666667,0.4666666666666667,0.2,0.2,0.2
CORPORACION FAVORITA C.A.,h1,43,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1410,30,0.5333333333333333,0.5333333333333333,0.25,0.2,0.2222222222222222
CORPORACION FAVORITA C.A.,h1,43,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1410,30,0.6,0.6,0.375,0.3,0.3333333333333333
CORPORACION FAVORITA C.A.,h1,43,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1410,30,0.5,0.5,0.3076923076923077,0.4,0.34782608695652173
CORPORACION FAVORITA C.A.,h1,44,baseline_majority,baseline,,,1440,30,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,44,baseline_sign_prev,baseline,,,1440,30,0.43333333333333335,0.43333333333333335,0.1111111111111111,0.1,0.10526315789473684
CORPORACION FAVORITA C.A.,h1,44,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1440,30,0.4666666666666667,0.4666666666666667,0.35,0.7,0.4666666666666667
CORPORACION FAVORITA C.A.,h1,44,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1440,30,0.6,0.6,0.42857142857142855,0.6,0.5
CORPORACION FAVORITA C.A.,h1,44,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1440,30,0.6666666666666666,0.6666666666666666,0.5,0.8,0.6153846153846154
CORPORACION FAVORITA C.A.,h1,45,baseline_majority,baseline,,,1470,30,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,45,baseline_sign_prev,baseline,,,1470,30,0.36666666666666664,0.36666666666666664,0.09090909090909091,0.1,0.09523809523809523
CORPORACION FAVORITA C.A.,h1,45,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1470,30,0.5,0.5,0.38095238095238093,0.8,0.5161290322580645
CORPORACION FAVORITA C.A.,h1,45,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1470,30,0.6333333333333333,0.6333333333333333,0.45454545454545453,0.5,0.47619047619047616
CORPORACION FAVORITA C.A.,h1,45,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1470,30,0.6333333333333333,0.6333333333333333,0.4666666666666667,0.7,0.56
CORPORACION FAVORITA C.A.,h1,46,baseline_majority,baseline,,,1500,30,0.9,0.9,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,46,baseline_sign_prev,baseline,,,1500,30,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,46,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1500,30,0.43333333333333335,0.43333333333333335,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,46,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1500,30,0.26666666666666666,0.26666666666666666,0.047619047619047616,0.3333333333333333,0.08333333333333333
CORPORACION FAVORITA C.A.,h1,46,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1500,30,0.4,0.4,0.10526315789473684,0.6666666666666666,0.18181818181818182
CORPORACION FAVORITA C.A.,h1,47,baseline_majority,baseline,,,1530,30,0.7333333333333333,0.7333333333333333,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,47,baseline_sign_prev,baseline,,,1530,30,0.5,0.5,0.1111111111111111,0.125,0.11764705882352941
CORPORACION FAVORITA C.A.,h1,47,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1530,30,0.43333333333333335,0.43333333333333335,0.2857142857142857,0.75,0.41379310344827586
CORPORACION FAVORITA C.A.,h1,47,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1530,30,0.5666666666666667,0.5666666666666667,0.14285714285714285,0.125,0.13333333333333333
CORPORACION FAVORITA C.A.,h1,47,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1530,30,0.5333333333333333,0.5333333333333333,0.2,0.25,0.2222222222222222
CORPORACION FAVORITA C.A.,h1,48,baseline_majority,baseline,,,1560,30,0.9,0.9,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,48,baseline_sign_prev,baseline,,,1560,30,0.8,0.8,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,48,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1560,30,0.26666666666666666,0.26666666666666666,0.12,1.0,0.21428571428571427
CORPORACION FAVORITA C.A.,h1,48,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1560,30,0.7333333333333333,0.7333333333333333,0.14285714285714285,0.3333333333333333,0.2
CORPORACION FAVORITA C.A.,h1,48,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1560,30,0.5666666666666667,0.5666666666666667,0.14285714285714285,0.6666666666666666,0.23529411764705882
CORPORACION FAVORITA C.A.,h1,49,baseline_majority,baseline,,,1590,30,0.7333333333333333,0.7333333333333333,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,49,baseline_sign_prev,baseline,,,1590,30,0.6,0.6,0.25,0.25,0.25
CORPORACION FAVORITA C.A.,h1,49,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1590,30,0.5,0.5,0.18181818181818182,0.25,0.21052631578947367
CORPORACION FAVORITA C.A.,h1,49,svc_rbf,rbf,0.4047619047619047,"{'C': 50, 'class_weight': 'balanced', 'gamma': 0.01, 'kernel': 'rbf'}",1590,30,0.7,0.7,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,49,svc_poly,poly,0.4382591093117409,"{'C': 10, 'class_weight': 'balanced', 'coef0': 0.0, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",1590,30,0.7,0.7,0.3333333333333333,0.125,0.18181818181818182
CORPORACION FAVORITA C.A.,h1,50,baseline_majority,baseline,,,1620,30,0.8,0.8,0.0,0.0,0.0
CORPORACION FAVORITA C.A.,h1,50,baseline_sign_prev,baseline,,,1620,30,0.7333333333333333,0.7333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
CORPORACION FAVORITA C.A.,h1,50,svc_linear,linear,0.5229037267080745,"{'C': 10, 'class_weight': 'balanced', 'kernel': 'linear'}",1620,30,0.6,0.6,0.2857142857142857,0.6666666666666666,0.4
