index,horizonte,n_empresas,selection_score_mean,selection_score_min,delta_f1_mean,delta_f1_min,delta_acc_mean,f1_mean_avg,acc_mean_avg,f1_std_avg,acc_std_avg,rule_all_empresas_covered,rule_min_delta_f1_positive,rule_min_selection_score_positive,eligible_global,decision_type,decision_reason
2,h5,2,16.84166655608302,12.12743362950453,0.07733017038062884,0.06985788567250734,0.03122171945701363,0.409680281665016,0.582918552036199,0.2516298250300917,0.1697245965086072,True,True,True,True,global_rule_strict,Cumple cobertura total y mejora minima positiva en F1 y selection_score para todas las empresas.
