initial_train,test_size,step,n_cases,avg_n_windows,f1_mean_bestsvc_avg,f1_std_bestsvc_avg,delta_f1_vs_baseline_avg,pct_cases_delta_f1_positive,config_score
120,30,30,6,42.666666666666664,0.36419454707242016,0.2525013882813773,0.045933470762873664,83.33333333333334,-6.082224396431786
150,30,15,6,82.66666666666667,0.3743531059203901,0.23839097865774891,0.047365992538112356,83.33333333333334,-6.66618089486326
140,20,20,6,63.166666666666664,0.36757892650511087,0.2722355089125419,0.05279138598257319,83.33333333333334,-7.027269005630117
160,20,20,6,62.166666666666664,0.3661795597734738,0.27442461275309205,0.04753299954609499,83.33333333333334,-7.683573606389651
