company,model_family,ece,mean_proba,std_proba,pct_proba_above_60,pct_proba_below_40
BANCO GUAYAQUIL S.A.,classical,0.039081077521300384,0.8584557682783629,0.0269477981976439,100.0,0.0
BANCO GUAYAQUIL S.A.,quantum,0.3991900119333491,0.43414332139998435,0.03268440762663476,0.0,13.333333333333334
CORPORACION FAVORITA C.A.,classical,0.23916096725931657,0.39417236607401673,0.05793436166653521,0.0,50.0
CORPORACION FAVORITA C.A.,quantum,0.26553783790081137,0.3677954954325219,0.015529762715265122,0.0,96.66666666666667
